vector_space_model,n_dimensional_space,depends_on
vector_space_model,relevance,depends_on
vector_space_model,state_of_the_art_vector_space_model_ranking_functions,depends_on
vector_space_model,simplest_vector_space_model,has_instance
simplest_vector_space_model,bag_of_words_representation,depends_on
simplest_vector_space_model,bit_vector,depends_on
simplest_vector_space_model,dot_product,depends_on
state_of_the_art_vector_space_model_ranking_functions,pivoted_length_normalization_vector_space_model,has_instance
